gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1836952573	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213062	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213062				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:19.994Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952572	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213082	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-03	3	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213082				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:25.087Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952571	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213056	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213056				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:13.016Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952570	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213085	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-03	3	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213085				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:25.425Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952569	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213049	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213049				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:35.437Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952568	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213111	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-06	6	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213111				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:23.788Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952567	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213060	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha anuenue		SPECIES	Tetragnatha anuenue Gillespie, 2002	Tetragnatha anuenue		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151865	2151865	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213060				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.124Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952566	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213092	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-03	3	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213092				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:32.086Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952565	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213040	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213040				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:36.607Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952564	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213044	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha perkinsi		SPECIES	Tetragnatha perkinsi Simon, 1900	Tetragnatha perkinsi		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151777	2151777	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213044				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:33.013Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952563	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213038	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213038				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:32.075Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952562	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213052	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213052				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:13.031Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952560	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213095	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-03	3	4	2015	2151693		PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213095				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:32.075Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952559	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212475	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha filiciphilia		SPECIES	Tetragnatha filiciphilia Gillespie, 1992	Tetragnatha filiciphilia		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.799	-156.25288	40.0		1472.0	10.0			2013-06-30	30	6	2013	2151846	2151846	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212475				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.825Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952558	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212472	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.79902	-156.25295	40.0		1469.0	10.0			2013-06-29	29	6	2013	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212472				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.827Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952557	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213045	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha perkinsi		SPECIES	Tetragnatha perkinsi Simon, 1900	Tetragnatha perkinsi		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151777	2151777	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213045				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:35.437Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952556	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213069	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213069				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:24.234Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952555	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213030	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha brevignatha		SPECIES	Tetragnatha brevignatha Gillespie, 1992	Tetragnatha brevignatha		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151969	2151969	PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213030				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:33.867Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952554	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213011	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-03-28	28	3	2015	2151693		PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213011				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.260Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952553	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213071	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213071				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.573Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952551	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213039	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha hawaiensis		SPECIES	Tetragnatha hawaiensis Simon, 1900	Tetragnatha hawaiensis		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2152010	2152010	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213039				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:32.106Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952550	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213034	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha anuenue		SPECIES	Tetragnatha anuenue Gillespie, 2002	Tetragnatha anuenue		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151865	2151865	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213034				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:29.410Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952549	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213057	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213057				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:13.030Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952547	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213041	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213041				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:35.783Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952546	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212476	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha stelarobusta		SPECIES	Tetragnatha stelarobusta Gillespie, 1992	Tetragnatha stelarobusta		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.799	-156.25288	40.0		1472.0	10.0			2013-06-30	30	6	2013	2151923	2151923	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212476				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.851Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952545	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213076	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213076				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.643Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952544	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213070	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213070				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.630Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952542	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213037	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213037				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:32.172Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952541	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213072	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213072				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.619Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952540	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213066	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Laupahoehoe	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.92114	-155.30106	200.0		1355.0	15.0			2015-04-02	2	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213066				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:20.144Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952539	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213029	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha brevignatha		SPECIES	Tetragnatha brevignatha Gillespie, 1992	Tetragnatha brevignatha		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151969	2151969	PRESERVED_SPECIMEN	EMEC	EMEC	EMEC1213029				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.928Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1836952538	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212414	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha filiciphilia		SPECIES	Tetragnatha filiciphilia Gillespie, 1992	Tetragnatha filiciphilia		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.80106	-156.25441	40.0		1414.0	10.0			2013-06-24	24	6	2013	2151846	2151846	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212414				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:29.488Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952537	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212470	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.79902	-156.25295	40.0		1469.0	10.0			2013-06-29	29	6	2013	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212470				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.954Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952536	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213018	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-03-28	28	3	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213018				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:24.555Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952534	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1212474	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha filiciphilia		SPECIES	Tetragnatha filiciphilia Gillespie, 1992	Tetragnatha filiciphilia		US	Waikamoi_MaileTrail	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	20.79899	-156.25287	40.0		1480.0	10.0			2013-06-30	30	6	2013	2151846	2151846	HUMAN_OBSERVATION	EMEC	EMEC	EMEC1212474				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:28.842Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1836952533	5d283bb6-64dd-4626-8b3b-a4e8db5415c3	urn:catalog:EMEC:EMEC:1213042	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha			GENUS	Tetragnatha Walckenaer, 1805	Tetragnatha sp.		US	Puu_Makaala	Hawaii	PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	19.56286	-155.23093	150.0		1120.0	20.0			2015-04-01	1	4	2015	2151693		HUMAN_OBSERVATION	EMEC	EMEC	EMEC1213042				CC_BY_4_0		Susan R. Kennedy			2025-10-29T09:44:36.731Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
