"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","datasetKey"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.728782,18.414461,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.750642,18.347927,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus abbotti Cochran, 1923","Eleutherodactylus","abbotti",-71.191575,18.094683,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.864425,18.280575,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus audanti Cochran, 1934","Eleutherodactylus","audanti",-71.098442,18.158003,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-67.199696,18.292471,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-81.390612,19.361942,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.728762,18.414513,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.864525,18.280822,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.644186,19.100929,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.775795,18.144331,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus leoncei Shreve & Williams, 1963","Eleutherodactylus","leoncei",-70.534135,19.040266,"feabb867-931d-47af-b90a-1a6d1410050b"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.910054,18.016611,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.836755,18.261768,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus richmondi Stejneger, 1904","Eleutherodactylus","richmondi",-66.083514,18.129542,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-76.915814,18.124095,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-77.297508,18.107571,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cooki Grant, 1932","Eleutherodactylus","cooki",-65.958289,18.091066,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cooki Grant, 1932","Eleutherodactylus","cooki",-65.892199,18.056638,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.018677,18.443243,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.864533,18.28079,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.530563,19.388363,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.745925,19.451978,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.87024,18.229346,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.806105,18.391778,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.058571,18.169409,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-65.877845,18.041306,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.555625,18.319553,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.590149,18.218194,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.164173,18.117688,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.899313,18.215608,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.319454,18.287731,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.028101,18.386553,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.164108,18.117734,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.993793,18.151764,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.07565,14.661575,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.897986,18.216567,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus fuscus Lynn & Dent, 1943","Eleutherodactylus","fuscus",-76.909654,18.138758,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.07562,14.661563,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus geitonos Díaz, Incháustegui, Marte, Köhler, Cádiz & Rodríguez, 2018","Eleutherodactylus","geitonos",-70.277358,18.488136,"22eb997f-9eef-44ce-851d-1c5aeb6ffc2b"
"Eleutherodactylus ligiae Incháustegui, Díaz & Marte, 2015","Eleutherodactylus","ligiae",-71.597517,18.120967,"22eb997f-9eef-44ce-851d-1c5aeb6ffc2b"
"Eleutherodactylus neiba Incháustegui, Díaz & Marte, 2015","Eleutherodactylus","neiba",-71.7621,18.6642,"22eb997f-9eef-44ce-851d-1c5aeb6ffc2b"
"Eleutherodactylus neiba Incháustegui, Díaz & Marte, 2015","Eleutherodactylus","neiba",-71.787083,18.692233,"22eb997f-9eef-44ce-851d-1c5aeb6ffc2b"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.161435,18.114765,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.92789,18.439709,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.12202,17.968114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.803581,18.361239,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.80562,18.35043,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus richmondi Stejneger, 1904","Eleutherodactylus","richmondi",-66.190171,18.002145,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.249733,18.362658,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-66.163492,18.117808,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus audanti Cochran, 1934","Eleutherodactylus","audanti",-72.367906,18.407407,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.143065,18.40832,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus iberia Estrada & Hedges, 1996","Eleutherodactylus","iberia",-74.738173,20.518697,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus montserratae Hedges, 2022","Eleutherodactylus","montserratae",-62.22294,16.750166,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.12916,14.75544,"07c05cd7-b1c9-415b-8509-de846838e402"
"Eleutherodactylus abbotti Cochran, 1923","Eleutherodactylus","abbotti",-70.385281,18.413811,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.365044,18.318222,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.048037,18.207159,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.172363,18.359353,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus auriculatus (Cope, 1862)","Eleutherodactylus","auriculatus",-75.718737,20.096383,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus jaumei Estrada & Alonso, 1997","Eleutherodactylus","jaumei",-76.7,19.99,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.052978,13.863617,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.798882,19.736137,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.464872,24.119283,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.798813,19.736128,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.475109,19.125612,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-77.38287,25.004549,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.97115,19.66412,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus abbotti Cochran, 1923","Eleutherodactylus","abbotti",-69.493963,19.076389,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.727258,19.056801,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus geitonos Díaz, Incháustegui, Marte, Köhler, Cádiz & Rodríguez, 2018","Eleutherodactylus","geitonos",-70.295149,18.526392,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.516514,19.738683,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.406242,19.745217,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.27985,19.37784,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.971036,19.66424,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.687782,19.305427,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-71.620811,18.113061,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-71.624985,18.116946,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.276158,19.377715,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-69.97115,19.66412,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.276824,19.377514,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.741088,18.243497,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.535895,19.652857,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.997782,18.208118,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.45614,24.113838,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.46451,24.119435,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.143473,18.408736,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.142975,18.406867,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.161147,18.119328,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus furcyensis Shreve & Williams, 1963","Eleutherodactylus","furcyensis",-72.303362,18.490049,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-81.382416,19.328552,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-72.587895,18.235543,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus jugans Cochran, 1937","Eleutherodactylus","jugans",-71.698015,18.374796,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.463187,24.116516,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.791563,18.24008,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-70.276477,18.48048,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.757003,18.388028,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus audanti Cochran, 1934","Eleutherodactylus","audanti",-72.341571,18.508725,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-77.471803,25.067722,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.264122,18.309328,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.264192,18.30933,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.179077,24.907562,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.264092,18.309272,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-60.9333,14.73089,"d22e84ea-9d91-4c2a-afec-dee11a1b20fe"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-60.93342,14.73095,"d22e84ea-9d91-4c2a-afec-dee11a1b20fe"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.01788,14.54869,"d22e84ea-9d91-4c2a-afec-dee11a1b20fe"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-60.93319,14.73086,"d22e84ea-9d91-4c2a-afec-dee11a1b20fe"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.01846,14.54767,"d22e84ea-9d91-4c2a-afec-dee11a1b20fe"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-60.9421,14.67521,"833d9852-071b-42a6-acf8-01841ebf2ce3"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.461021,24.114967,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.45715,24.11461,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.45687,24.1143,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.449825,24.044864,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.44885,24.0457,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.46482,24.11225,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.223107,25.187465,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.993956,18.151868,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.45945,24.11465,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50497,24.10355,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50206,24.10835,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-60.921542,14.471395,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-75.898112,23.600731,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-75.822785,23.535254,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.017724,18.443323,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.35077,18.381747,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-65.723557,18.233896,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-77.396522,25.071122,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-65.957902,18.382468,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus glamyrus Estrada & Hedges, 1997","Eleutherodactylus","glamyrus",-76.6,20.05,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus auriculatus (Cope, 1862)","Eleutherodactylus","auriculatus",-75.44,20.52,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.606101,18.232054,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.495097,25.366489,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.069063,18.393595,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus etheridgei Schwartz, 1958","Eleutherodactylus","etheridgei",-75.72,19.96,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus iberia Estrada & Hedges, 1996","Eleutherodactylus","iberia",-74.67,20.51,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.212802,25.187734,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.46057,24.1149,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus brittoni Schmidt, 1920","Eleutherodactylus","brittoni",-66.090386,18.062783,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.460796,24.114949,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50757,24.10376,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.464295,24.118071,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50519,24.10464,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.220934,25.186172,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50873,24.10297,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus unicolor Stejneger, 1904","Eleutherodactylus","unicolor",-65.724111,18.311417,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.50117,24.11075,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.090947,18.062801,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.704306,18.228732,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-76.212224,25.188462,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus limbatus (Cope, 1862)","Eleutherodactylus","limbatus",-74.23,20.21,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-65.519986,18.125418,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.985192,18.013125,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.900606,18.071119,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.720958,18.191452,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.007207,18.394364,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.19712,18.077025,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.171304,18.117967,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.107207,18.392952,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.970559,18.111311,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.197105,18.076789,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.063828,18.289595,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.064055,18.289562,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus limbatus (Cope, 1862)","Eleutherodactylus","limbatus",-75.64,20.01,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus auriculatus (Cope, 1862)","Eleutherodactylus","auriculatus",-82.96,22.84,"d8cd16ba-bb74-4420-821e-083f2bac17c2"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.040643,18.387746,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-65.984647,18.222628,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-65.958431,18.442248,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus pentasyringos Schwartz & Fowler, 1973","Eleutherodactylus","pentasyringos",-76.752515,18.105893,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.832596,18.1805,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-66.561045,18.084388,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-65.978795,18.39996,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-67.249764,18.362878,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-67.037493,18.192892,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
