"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","first","second","third","datasetKey"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.095047,-0.802017,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.279568,-0.62275,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.264725,-0.704347,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.95182,-0.619855,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335808,-0.721981,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.285841,-0.665926,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.428384,-1.325437,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.214819,-0.644198,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.31932,-0.744197,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371278,-0.251195,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.240664,-0.687168,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.294979,-0.737152,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.243197,-0.61272,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.20945,-0.608531,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.219553,-0.650498,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.30365,-0.742422,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.324162,-0.724388,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303939,-0.742328,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.37196,-0.601726,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.328759,-0.713286,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.366,-0.666,"Ecuador","Isla Santa Cruz",NA,"833db434-f762-11e1-a439-00145eb45e9a"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-90.21391,-0.657708,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis subsp. brachyloba Harling","Scalesia","affinis",-90.32792,-0.733245,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.021457,-0.773549,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.392345,-0.642717,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304127,-0.742129,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.202305,-0.675694,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.38785,-0.743134,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.013283,-0.965888,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.268685,-0.695366,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.380471,-0.62457,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304086,-0.742331,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.334962,-0.72173,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.890223,-0.851142,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.23118,-0.630417,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.227881,-0.625406,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.100988,-0.782583,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.976989,-0.939975,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.210579,-0.678639,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.218375,-0.659438,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.318094,-0.753083,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.999687,-0.960375,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.013131,-0.966817,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.976997,-0.939972,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.123039,-0.821581,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.58828,-0.350975,"Ecuador","Isla San Salvador",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.426131,-0.892525,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.007569,-0.963125,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.326229,-0.702799,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.347616,-0.505554,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.48854,-1.312397,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.454145,-1.339201,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.247831,-0.726299,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303863,-0.742433,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.17,-0.83,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.322808,-0.609392,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.258591,-0.279413,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.336921,-0.674614,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.327139,-0.494288,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303545,-0.741922,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.135302,-0.829167,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335103,-0.716719,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.315083,-0.741036,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.099967,-0.780783,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303765,-0.742315,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.3331,-0.718783,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.386849,-0.620272,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.378058,0.137833,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335105,-0.716899,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303734,-0.742221,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303247,-0.741344,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335275,-0.716744,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.44679,-0.861629,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.432661,-0.676535,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.260115,-0.603468,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335162,-0.716731,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.34781,-0.710601,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.380253,-0.684102,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.41838,-0.031472,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.499874,-0.80909,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.459155,-0.682956,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.302103,-0.705824,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.456313,-1.328427,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.466849,-0.720375,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.434471,-0.658698,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1,-0.45,"Ecuador","Isla Isabela",NA,"b5a8e29d-cd8c-4e04-90b2-422d900caab6"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.405278,-0.618056,"Ecuador","Isla Santa Cruz",NA,"b5a8e29d-cd8c-4e04-90b2-422d900caab6"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.222551,-0.66948,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.547765,-0.909062,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303938,-0.742403,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.356013,-0.74704,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.488358,-1.27038,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.288942,-0.669049,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303987,-0.7423,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.959747,-0.958697,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.333549,-0.6235,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.012864,-0.968172,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.955064,-0.958006,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.965794,-0.949903,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.30399,-0.742264,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.007619,-0.96335,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.328736,-0.552356,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.252771,-0.703209,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.336324,-0.68103,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.9527,-0.955836,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.100715,-0.781509,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.327482,-0.653217,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.337212,-0.66134,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.349117,-0.690228,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.362801,-0.671733,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.001114,-0.969764,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.329629,-0.685388,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.002742,-0.968839,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.013447,-0.965039,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.95245,-0.955678,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.357773,-0.671272,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.283066,-0.649115,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.326848,-0.679736,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.377258,-0.700859,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.013439,-0.965003,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.999872,-0.970111,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.47527,-0.605343,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.542932,-0.645613,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.374383,-0.642968,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.263582,-0.619625,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.967233,-0.95065,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.0999,-0.780733,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.273731,-0.606857,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.960078,-0.952958,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.007642,-0.963333,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.953622,-0.957342,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.959725,-0.958708,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.463252,-0.853297,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.262397,-0.633973,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303833,-0.742403,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.252153,-0.681029,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.328784,-0.724863,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.269925,-0.723005,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.9527,-0.955836,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.952664,-0.955836,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303995,-0.742328,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.969669,-0.9555,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.495608,-0.902192,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.383305,-0.620406,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.464778,-1.244381,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.428481,-1.327837,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.27369,-0.662341,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.390509,-0.600289,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.4053,-0.6181,"Ecuador","Isla Santa Cruz",NA,"b5a8e29d-cd8c-4e04-90b2-422d900caab6"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.235637,-0.676576,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.343182,-0.673484,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.367865,-0.257322,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.33494,-0.744971,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.100028,-0.780753,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
